ano_assinatura_contrato;numero_processo_formatado;numero_contrato;nome_empresarial_nome_fornecedor;numero_item_pedido;codigo_item_material_servico_numerico;item_material_servico;unnamed_7;unnamed_8;codigo_elemento_item_despesa;nome_elemento_item_despesa;quantidade_item_pedido;valor_unitario_referencia_item_processo;valor_total_referencia_item_processo;valor_total_homologado
2009;2011110 000031/2009;5029;EMIVE PATRULHA 24 HORAS LTDA;1;4740;SERVICOS DE VIGILANCIA E SEGURANCA ELETRONICA;;;3702;LOCACAO DE SERVICOS DE APOIO ADMINISTRATIVO;1;1894,0;0,0;0,0
2009;2011110 000031/2009;5029;EMIVE PATRULHA 24 HORAS LTDA;1;4740;SERVICOS DE VIGILANCIA E SEGURANCA ELETRONICA;;;3932;LOCACAO DE SERVICOS TECNICOS E ESPECIALIZADOS;1;1894,0;1894,0;1893,0
2010;1191125 000003/2010;5029;A.R.D. ALIMENTOS LTDA;1;1092723;"CAFE - APRESENTACAO: TORRADO E MOIDO; IDENTIFICACAO (1): 100% ARABICA; IDENTIFICACAO (2): ; IDENTIFICACAO (3): ; PERFIL SABOR: NO MINIMO DURA; AROMA: SUAVE E INTENSO; CORPO: LEVE A INCORPADO; MOAGEM: MEDIA A FINA; TORRA: ACHOCOLATADO DEFINIDO NA ESCALA AGTRON ENTRE 45/65; SABOR: SUAVE E INTENSO;";;;3008;PRODUTOS ALIMENTICIOS;1;6,05;1210,0;794,0
2010;2301762 000126/2009;5029;CSL CONSULTORIA DE ENGENHARIA E ECONOMIA LTDA;1;26883;SERVICOS DE CONSULTORIA EM AREA DE ENGENHARIA RODOVIARIA;;;5106;ESTUDOS E PROJETOS DE BENS NAO PATRIMONIAVEIS;1;3180536,6;3180536,6;3149299,12
2010;2301762 000126/2009;5029;CSL CONSULTORIA DE ENGENHARIA E ECONOMIA LTDA;11;26883;SERVICOS DE CONSULTORIA EM AREA DE ENGENHARIA RODOVIARIA;;;5106;ESTUDOS E PROJETOS DE BENS NAO PATRIMONIAVEIS;1;3180536,6;0,0;0,0
2011;1191001 000193/2011;5740;IMPRENSA OFICIAL DO ESTADO DE MINAS GERAIS;1;38393;PUBLICACAO E/OU DIVULGACAO NO DIARIO OFICIAL DE MINAS GERAIS;;;3939;SERVICOS DE PUBLICACAO E DIVULGACAO;1;57000,0;57000,0;57000,0
2011;1191001 000193/2011;5740;IMPRENSA OFICIAL DO ESTADO DE MINAS GERAIS;1;38393;PUBLICACAO E/OU DIVULGACAO NO DIARIO OFICIAL DE MINAS GERAIS;;;3939;SERVICOS DE PUBLICACAO E DIVULGACAO;1;980000,0;980000,0;980000,0
2011;1191217 000004/2011;5475;POSTO PLANALTO LTDA;1;12106;SERVICOS DE LAVAGEM, PULVERIZACAO, LUBRIFICACAO E POLIMENTO DE VEICULOS LEVES;;;3918;REPAROS DE VEICULOS;1;1600,0;1600,0;1200,0
2011;2301762 000016/2011;5475;PAVIDEZ ENGENHARIA LTDA;1;1872;SERVICOS DE RECUPERACAO DE RODOVIAS;;;5107;EXECUCAO DE OBRAS POR CONTRATO DE BENS NAO PATRIMONIAVEIS;2;1483018,02;1483018,02;1463887,08
2012;1191001 000021/2012;5997;CARIMBOS UNIVERSO EIRELI;1;36145;CONFECCAO DE CARIMBO TIPO COMUM;;;3999;OUTROS SERVICOS PESSOA JURIDICA;1;7998,17;7998,17;5500,0
2012;1191001 000021/2012;5997;CARIMBOS UNIVERSO EIRELI;2;36137;CONFECCAO DE CARIMBO AUTO-ENTINTAVEL;;;3999;OUTROS SERVICOS PESSOA JURIDICA;1;876,66;876,66;870,0
2012;1191001 000145/2011;6101;MODULO SECURITY SOLUTIONS- EM RECUPERACAO JUDICIAL;1;45160;ACOMPANHAMENTO PROCESSO DE OBTENCAO DE SELO DE CERTIFICACAO NBR/IEC/ISO 27001;;;3927;SERVICOS DE TECNOLOGIA DA INFORMACAO;1;34587,86;34587,86;34587,86
2012;1191001 000145/2011;6101;MODULO SECURITY SOLUTIONS- EM RECUPERACAO JUDICIAL;2;27480;ANALISE E AVALIACAO DE RISCOS;;;3927;SERVICOS DE TECNOLOGIA DA INFORMACAO;1;10079,81;10079,81;10079,81
2012;1191010 000039/2011;5825;POSTO DELTA ITAUNA LTDA;1;14516;"ALCOOL COMBUSTIVEL AUTOMOTIVO - TIPO: HIDRATADO;";;;3026;COMBUSTIVEIS E LUBRIFICANTES PARA VEICULOS AUTOMOTORES;1;2,265;2265,0;2298,0
2012;1191010 000039/2011;5825;POSTO DELTA ITAUNA LTDA;2;9849;"OLEO LUBRIFICANTE - CLASSIFICACAO: SAE 20W50 API SJ, MINERAL;";;;3026;COMBUSTIVEIS E LUBRIFICANTES PARA VEICULOS AUTOMOTORES;1;12,0;48,0;42,0
2012;1191010 000039/2011;5825;POSTO DELTA ITAUNA LTDA;3;842010;"OLEO LUBRIFICANTE - CLASSIFICACAO: 15W40 SEMI-SINTETICO;";;;3026;COMBUSTIVEIS E LUBRIFICANTES PARA VEICULOS AUTOMOTORES;1;19,0;76,0;75,6
2012;1191010 000039/2011;5825;POSTO DELTA ITAUNA LTDA;4;14486;"GASOLINA AUTOMOTIVA - TIPO: COMUM;";;;3026;COMBUSTIVEIS E LUBRIFICANTES PARA VEICULOS AUTOMOTORES;1;2,995;5391,0;5380,2
2012;1191056 000025/2011;5859;HIPER TETRA SUPERMERCADOS LTDA;1;286745;"LEGUMES FRESCOS - IDENTIFICACAO: INHAME;";;;3008;PRODUTOS ALIMENTICIOS;1;3,03;127,26;126,0
2012;1191056 000025/2011;5859;HIPER TETRA SUPERMERCADOS LTDA;1;305715;"DOCE - TIPO: DE GOIABA; APRESENTACAO: EM TABLETE;";;;3008;PRODUTOS ALIMENTICIOS;1;5,65;2090,5;1787,1
2012;1191056 000025/2011;5859;HIPER TETRA SUPERMERCADOS LTDA;2;284416;"GELATINA - APRESENTACAO: PO; SABOR: UVA;";;;3008;PRODUTOS ALIMENTICIOS;1;0,93;93,0;73,0
2012;1191056 000025/2011;5859;HIPER TETRA SUPERMERCADOS LTDA;2;285781;"FERMENTO - TIPO: EM PO QUIMICO;";;;3008;PRODUTOS ALIMENTICIOS;1;5,64;135,36;98,16
2012;1191056 000025/2011;5859;HIPER TETRA SUPERMERCADOS LTDA;3;282529;"FRUTA IN NATURA - IDENTIFICACAO: MELANCIA;";;;3008;PRODUTOS ALIMENTICIOS;1;1,46;262,8;243,0
2012;1191056 000025/2011;5859;HIPER TETRA SUPERMERCADOS LTDA;4;297070;"CARNE - ORIGEM: SUINA; CORTE: LOMBO; TIPO: RESFRIADO;";;;3008;PRODUTOS ALIMENTICIOS;1;10,29;617,4;591,0
2012;1191056 000025/2011;5859;HIPER TETRA SUPERMERCADOS LTDA;5;286630;"LEGUMES FRESCOS - IDENTIFICACAO: PIMENTAO VERDE;";;;3008;PRODUTOS ALIMENTICIOS;1;3,22;112,7;112,0
2012;1191056 000025/2011;5859;HIPER TETRA SUPERMERCADOS LTDA;6;282430;"FRUTA IN NATURA - IDENTIFICACAO: LARANJA PERA;";;;3008;PRODUTOS ALIMENTICIOS;1;1,36;1632,0;1620,0
2012;1191056 000025/2011;5859;HIPER TETRA SUPERMERCADOS LTDA;7;837792;"MARGARINA/CREME VEGETAL - IDENTIFICACAO: MARGARINA VEGETAL; TIPO: COM SAL; LIPIDIOS: 60 POR CENTO DE LIPIDIOS;";;;3008;PRODUTOS ALIMENTICIOS;1;3,36;672,0;540,0
2012;1191056 000025/2011;5859;HIPER TETRA SUPERMERCADOS LTDA;8;324892;"AZEITE DE OLIVA - FINALIDADE: TEMPERAR ALIMENTOS;";;;3008;PRODUTOS ALIMENTICIOS;1;12,33;887,76;708,48
2012;1191056 000025/2011;5859;HIPER TETRA SUPERMERCADOS LTDA;9;285560;"FARINHA - MATERIA-PRIMA: MILHO;";;;3008;PRODUTOS ALIMENTICIOS;1;2,4;28,8;28,44
2012;1191056 000025/2011;5859;HIPER TETRA SUPERMERCADOS LTDA;10;283770;"VINAGRE - TIPO: DE VINHO;";;;3008;PRODUTOS ALIMENTICIOS;1;1,38;33,12;26,4
2012;1191056 000025/2011;5859;HIPER TETRA SUPERMERCADOS LTDA;11;103080;"CARNE - ORIGEM: SUINA; CORTE: COSTELINHA; TIPO: RESFRIADA;";;;3008;PRODUTOS ALIMENTICIOS;1;9,95;995,0;995,0
2012;1191056 000025/2011;5859;HIPER TETRA SUPERMERCADOS LTDA;12;287202;"VERDURAS/HORTALICAS - IDENTIFICACAO: COUVE-FLOR;";;;3008;PRODUTOS ALIMENTICIOS;1;2,63;578,6;781,0
2012;1191056 000025/2011;5859;HIPER TETRA SUPERMERCADOS LTDA;13;417050;"PAO - TIPO: SAL; PESO: 50 G;";;;3008;PRODUTOS ALIMENTICIOS;1;6,0;6000,0;6040,0
2012;1191056 000025/2011;5859;HIPER TETRA SUPERMERCADOS LTDA;14;306150;"FRUTA IN NATURA - IDENTIFICACAO: MAMAO FORMOSO;";;;3008;PRODUTOS ALIMENTICIOS;1;2,26;678,0;675,0
2012;1191056 000025/2011;5859;HIPER TETRA SUPERMERCADOS LTDA;15;287180;"VERDURAS/HORTALICAS - IDENTIFICACAO: COUVE MANTEIGA;";;;3008;PRODUTOS ALIMENTICIOS;1;1,46;175,2;174,0
2012;1191056 000025/2011;5859;HIPER TETRA SUPERMERCADOS LTDA;16;282650;"ARROZ ANTIGO TIPO: 1;";;;3008;PRODUTOS ALIMENTICIOS;1;8,8;1584,0;1472,4
2012;1191056 000025/2011;5859;HIPER TETRA SUPERMERCADOS LTDA;17;286532;"LEGUMES FRESCOS - IDENTIFICACAO: BERINGELA;";;;3008;PRODUTOS ALIMENTICIOS;1;2,38;195,16;192,7
2012;1191056 000025/2011;5859;HIPER TETRA SUPERMERCADOS LTDA;18;285579;"FARINHA - MATERIA-PRIMA: TRIGO SEM FERMENTO;";;;3008;PRODUTOS ALIMENTICIOS;1;1,78;178,0;162,0
2012;1191056 000025/2011;5859;HIPER TETRA SUPERMERCADOS LTDA;19;285528;"FARINHA - MATERIA-PRIMA: MANDIOCA;";;;3008;PRODUTOS ALIMENTICIOS;1;2,62;110,04;134,4
2012;1191056 000025/2011;5859;HIPER TETRA SUPERMERCADOS LTDA;20;286516;"LEGUMES FRESCOS - IDENTIFICACAO: ABOBRINHA ITALIANA;";;;3008;PRODUTOS ALIMENTICIOS;1;3,86;1158,0;1140,0
2012;1191056 000025/2011;5859;HIPER TETRA SUPERMERCADOS LTDA;21;287300;"CEBOLA - TIPO: AMARELA, IN NATURA;";;;3008;PRODUTOS ALIMENTICIOS;1;2,16;324,0;277,5
2012;1191056 000025/2011;5859;HIPER TETRA SUPERMERCADOS LTDA;22;141313;"CARNE - ORIGEM: BOVINA; CORTE: CONTRA-FILE; TIPO: RESFRIADA OU CONGELADA;";;;3008;PRODUTOS ALIMENTICIOS;1;18,99;7216,2;7915,4
2012;1191056 000025/2011;5859;HIPER TETRA SUPERMERCADOS LTDA;23;668079;"NOME: FILE DE CACAO; TIPO: FRESCO, RESFRIADO;";;;3008;PRODUTOS ALIMENTICIOS;1;11,16;2008,8;2761,2
2012;1191056 000025/2011;5859;HIPER TETRA SUPERMERCADOS LTDA;24;286680;"LEGUMES FRESCOS - IDENTIFICACAO: VAGEM;";;;3008;PRODUTOS ALIMENTICIOS;1;5,39;916,3;850,0
2012;1191056 000025/2011;5859;HIPER TETRA SUPERMERCADOS LTDA;25;285811;"OLEO VEGETAL PARA PREPARAR ALIMENTOS - MATERIA-PRIMA: SOJA;";;;3008;PRODUTOS ALIMENTICIOS;1;2,96;1065,6;986,4
2012;1191056 000025/2011;5859;HIPER TETRA SUPERMERCADOS LTDA;26;322482;"ADOCANTE - IDENTIFICACAO: CICLAMATO SODIO, SACARINA SODICA, ACESSULFAME K; APRESENTACAO: LIQUIDO;";;;3008;PRODUTOS ALIMENTICIOS;1;2,55;76,5;61,5
2012;1191056 000025/2011;5859;HIPER TETRA SUPERMERCADOS LTDA;27;282286;"FRUTA IN NATURA - IDENTIFICACAO: LIMAO;";;;3008;PRODUTOS ALIMENTICIOS;1;4,79;479,0;325,0
2012;1191056 000025/2011;5859;HIPER TETRA SUPERMERCADOS LTDA;28;522937;"QUEIJO - TIPO: PARMESAO; ORIGEM: VACA;";;;3008;PRODUTOS ALIMENTICIOS;1;21,63;778,68;1338,84
2012;1191056 000025/2011;5859;HIPER TETRA SUPERMERCADOS LTDA;29;286540;"LEGUMES FRESCOS - IDENTIFICACAO: BETERRABA;";;;3008;PRODUTOS ALIMENTICIOS;1;2,14;192,6;180,0
2012;1191056 000025/2011;5859;HIPER TETRA SUPERMERCADOS LTDA;30;282340;"FRUTA IN NATURA - IDENTIFICACAO: BANANA PRATA;";;;3008;PRODUTOS ALIMENTICIOS;1;2,83;2745,1;3395,0
2012;1191056 000025/2011;5859;HIPER TETRA SUPERMERCADOS LTDA;31;417025;"CORTES DEFUMADOS - ORIGEM: SUINA; CORTES: BACON;";;;3008;PRODUTOS ALIMENTICIOS;1;13,32;239,76;213,84
2012;1191056 000025/2011;5859;HIPER TETRA SUPERMERCADOS LTDA;32;164437;"MANTEIGA - TIPO: COM SAL;";;;3008;PRODUTOS ALIMENTICIOS;1;3,08;1016,4;1188,0
2012;1191056 000025/2011;5859;HIPER TETRA SUPERMERCADOS LTDA;33;130109;"SUCO/NECTAR DE FRUTAS - IDENTIFICACAO: NATURAL; SABOR: (SABORES VARIADOS); AROMATIZACAO: CONCENTRADO;";;;3008;PRODUTOS ALIMENTICIOS;1;4,79;1916,0;1196,0
2012;1191056 000025/2011;5859;HIPER TETRA SUPERMERCADOS LTDA;34;286567;"LEGUMES FRESCOS - IDENTIFICACAO: CENOURA VERMELHA;";;;3008;PRODUTOS ALIMENTICIOS;1;2,58;567,6;495,0
2012;1191056 000025/2011;5859;HIPER TETRA SUPERMERCADOS LTDA;35;297054;"CARNE - ORIGEM: BOVINA; CORTE: ALCATRA; TIPO: RESFRIADA;";;;3008;PRODUTOS ALIMENTICIOS;1;18,56;5568,0;6054,0
2012;1191056 000025/2011;5859;HIPER TETRA SUPERMERCADOS LTDA;36;286575;"LEGUMES FRESCOS - IDENTIFICACAO: CHUCHU;";;;3008;PRODUTOS ALIMENTICIOS;1;2,58;774,0;750,0
2012;1191056 000025/2011;5859;HIPER TETRA SUPERMERCADOS LTDA;37;285633;"FUBA - MATERIA-PRIMA: MILHO;";;;3008;PRODUTOS ALIMENTICIOS;1;1,81;21,72;20,64
2012;1191056 000025/2011;5859;HIPER TETRA SUPERMERCADOS LTDA;38;141925;"LEITE ORIGEM: DE VACA; PROCESSO: UHT; TIPO: TIPO C, LONGA VIDA;";;;3008;PRODUTOS ALIMENTICIOS;1;2,06;4120,0;3800,0
2012;1191056 000025/2011;5859;HIPER TETRA SUPERMERCADOS LTDA;39;244287;"FRUTA IN NATURA - IDENTIFICACAO: MACA NACIONAL;";;;3008;PRODUTOS ALIMENTICIOS;1;4,09;1431,5;1347,5
2012;1191056 000025/2011;5859;HIPER TETRA SUPERMERCADOS LTDA;40;306100;"MACARRAO - TIPO: ESPAGUETE, MASSA COM OVOS;";;;3008;PRODUTOS ALIMENTICIOS;1;4,01;802,0;744,0
2012;1191056 000025/2011;5859;HIPER TETRA SUPERMERCADOS LTDA;41;286613;"LEGUMES FRESCOS - IDENTIFICACAO: PEPINO;";;;3008;PRODUTOS ALIMENTICIOS;1;2,91;232,8;232,0
2012;1191056 000025/2011;5859;HIPER TETRA SUPERMERCADOS LTDA;42;282243;"FRUTA IN NATURA - IDENTIFICACAO: PERA;";;;3008;PRODUTOS ALIMENTICIOS;1;5,32;1170,4;1166,0
2012;1191056 000025/2011;5859;HIPER TETRA SUPERMERCADOS LTDA;43;399892;"LINGUICA - ORIGEM: SUINA; TIPO: PERNIL;";;;3008;PRODUTOS ALIMENTICIOS;1;10,32;1857,6;1899,0
2012;1191056 000025/2011;5859;HIPER TETRA SUPERMERCADOS LTDA;44;282480;"FRUTA IN NATURA - IDENTIFICACAO: ABACAXI;";;;3008;PRODUTOS ALIMENTICIOS;1;3,9;468,0;468,0
2012;1191056 000025/2011;5859;HIPER TETRA SUPERMERCADOS LTDA;45;102938;"OVOS FRESCOS - TIPO: EXTRA; COR: BRANCA; AVE: GALINHA;";;;3008;PRODUTOS ALIMENTICIOS;1;3,38;608,4;576,0
2012;1191056 000025/2011;5859;HIPER TETRA SUPERMERCADOS LTDA;46;286648;"LEGUMES FRESCOS - IDENTIFICACAO: QUIABO;";;;3008;PRODUTOS ALIMENTICIOS;1;5,49;823,5;810,0
2012;1191056 000025/2011;5859;HIPER TETRA SUPERMERCADOS LTDA;47;282898;"FEIJAO - antigo TIPO: CARIOCA;";;;3008;PRODUTOS ALIMENTICIOS;1;3,12;1123,2;1836,0
2012;1191056 000025/2011;5859;HIPER TETRA SUPERMERCADOS LTDA;48;297062;"CARNE - ORIGEM: SUINA; CORTE: PERNIL TRASEIRO, EM BIFES; TIPO: RESFRIADO;";;;3008;PRODUTOS ALIMENTICIOS;1;9,79;587,4;597,0
2012;1191056 000025/2011;5859;HIPER TETRA SUPERMERCADOS LTDA;49;305065;"CARNE - ORIGEM: BOVINA; CORTE: PATINHO; TIPO: CONGELADO OU RESFRIADO;";;;3008;PRODUTOS ALIMENTICIOS;1;14,66;1612,6;1789,7
2012;1191056 000025/2011;5859;HIPER TETRA SUPERMERCADOS LTDA;50;306177;"VERDURAS/HORTALICAS - IDENTIFICACAO: CHICORIA;";;;3008;PRODUTOS ALIMENTICIOS;1;1,65;297,0;297,0
2012;1191056 000025/2011;5859;HIPER TETRA SUPERMERCADOS LTDA;51;283762;"SAL PARA TEMPERO - TIPO: SAL REFINADO; COMPOSICAO: -;";;;3008;PRODUTOS ALIMENTICIOS;1;1,53;107,1;97,3
